Adresas,Kaina,Plotas:,Sklypo plotas:,Aukštų sk.:,Metai:,Pastato tipas:,Namo tipas:,Šildymas:,Įrengimas:,Reklama:,Reklama/pasiūlymas:,Namo numeris:,Kambarių sk.:,Vanduo:,Artimiausias vandens telkinys:,Iki vandens telkinio (m):,Pastato energijos suvartojimo klasė:,Ypatybės:,Papildoma įranga:,Apsauga:,Papildomos patalpos:,Unikalus daikto numeris(RC numeris):
"Klaipėdos r. sav., Trušelių k., Šilininkų g., mūrinis sublokuotas namas",149 000 €,88 m²,"2,75 a",2,2024,Mūrinis,Sublokuotas namas,Aeroterminis,Įrengtas,Įsikelti į naujus namus padėsperkraustymo profesionalaiiš,Saulės elektrinė Jūsų namui ar butui:,2,4,Miesto vandentiekis,Ežeras,,A+,Asfaltuotas privažiavimasInternetas,,Aptverta teritorija,,
"Klaipėda, Mokykla, Jotvingių g., mūrinis namas",137 500 €,"84,01 m²","6,3 a",2,1939,Mūrinis,Namas (gyvenamasis),Dujinis,Kita,Pastatyti naujus namus padėsprofesionalūs statybininkaiiš,Saulės elektrinė Jūsų namui ar butui:,26,5,Miesto vandentiekis,Upė,700,,Asfaltuotas privažiavimasElektraDujosInternetas,,Aptverta teritorija,Ūkiniai pastatai,
"Klaipėdos r. sav., Aukštkiemių k., Lenktoji g., mūrinis kita",41 000 €,"100,61 m²",6 a,1,2023,Mūrinis,"Kita (nukeliamas, projektas, kt.)","Elektra, geoterminis, aeroterminis, saulės energija, kita",Pamatai,Pastatyti naujus namus padėsprofesionalūs statybininkaiiš,Saulės elektrinė Jūsų namui ar butui:,2,4,Vietinis vandentiekis,Upė,,A++,Kraštinis sklypasGreta miškoElektra,,,,
"Klaipėda, Paupiai, Barškių g., mūrinis sublokuotas namas",119 500 €,"119,88 m²","7,6 a",1,2005,Mūrinis,Sublokuotas namas,"Elektra, kietu kuru",Įrengtas,Įsikelti į naujus namus padėsperkraustymo profesionalaiiš,Saulės elektrinė Jūsų namui ar butui:,22,,,,,,,,,,
"Klaipėdos r. sav., Gargždų m., Mykolo Vaitkaus g., mūrinis sublokuotas namas",130 000 €,80 m²,4 a,1,2023,Mūrinis,Sublokuotas namas,Aeroterminis,Dalinė apdaila,Įsirengti naujus namus padėsinterjero dizaineriaiiš,Saulės elektrinė Jūsų namui ar butui:,35,3,Vietinis vandentiekis,,,A++,Elektra,,,,
"Klaipėdos r. sav., Svencelės k., Nerijos g., mūrinis sublokuotas namas",199 000 €,58 m²,2 a,2,2023,Mūrinis,Sublokuotas namas,"Elektra, aeroterminis, saulės energija",Įrengtas,Įsikelti į naujus namus padėsperkraustymo profesionalaiiš,Saulės elektrinė Jūsų namui ar butui:,8,3,"Artezinis, vietinis vandentiekis",,400,A+,Kraštinis sklypasGreta miškoAsfaltuotas privažiavimasElektraInternetas,KondicionieriusŠildomos grindysRekuperacinė sistema,Aptverta teritorijaSignalizacijaŠarvuotos durysVaizdo kameros,GaražasTerasa,
"Klaipėda, Tauralaukis, Stalupėnų g., mūrinis sublokuotas namas",162 000 €,82 m²,2 a,2,2023,Mūrinis,Sublokuotas namas,"Centrinis, elektra",Įrengtas,Įsikelti į naujus namus padėsperkraustymo profesionalaiiš,Saulės elektrinė Jūsų namui ar butui:,,,,,,,,,,,
"Klaipėdos r. sav., Derceklių k., Kirų g., mūrinis sodo namas",35 000 €,70 m²,6 a,2,2001,Mūrinis,Sodo namas,Kietu kuru,Įrengtas,Įsikelti į naujus namus padėsperkraustymo profesionalaiiš,Saulės elektrinė Jūsų namui ar butui:,,2,Šulinys,Tvenkinys,,,,,,GaražasRūsysŪkiniai pastatai,
"Klaipėdos r. sav., Klemiškės II k., Dvarininkų g., blokinis namas",175 000 €,80 m²,"5,5 a",1,2020,Blokinis,Namas (gyvenamasis),Dujinis,Įrengtas,Įsikelti į naujus namus padėsperkraustymo profesionalaiiš,Saulės elektrinė Jūsų namui ar butui:,4A,4,Vietinis vandentiekis,,,A++,Asfaltuotas privažiavimasElektraDujosInternetasKabelinė televizija,Skalbimo mašinaSu baldaisŠaldytuvasŠildomos grindysVirtuvės komplektasViryklėIndaplovėRekuperacinė sistema,,Terasa,
"Klaipėda, Šauliai, Vėluvos g., mūrinis namas",285 000 €,140 m²,4 a,2,2022,Mūrinis,Namas (gyvenamasis),"Dujinis, kita",Įrengtas,Įsikelti į naujus namus padėsperkraustymo profesionalaiiš,Saulės elektrinė Jūsų namui ar butui:,,4,Miesto vandentiekis,,,,Asfaltuotas privažiavimas,,,Garažas,
"Klaipėdos r. sav., Mėželių k., Jokšų g., mūrinio namo dalis",73 000 €,"195,44 m²",50 a,1,1965,Mūrinis,Namo dalis,Kietu kuru,Įrengtas,Įsikelti į naujus namus padėsperkraustymo profesionalaiiš,Saulės elektrinė Jūsų namui ar butui:,11,4,"Šulinys, vietinis vandentiekis",Upė,,,Asfaltuotas privažiavimasElektra,Su baldaisViryklė,Šarvuotos durys,RūsysŪkiniai pastatai,
"Klaipėdos r. sav., Karklės k., Mokyklos g., mūrinis kita",160 000 €,90 m²,10 a,2,2023,Mūrinis,"Kita (nukeliamas, projektas, kt.)",Aeroterminis,Dalinė apdaila,Įsirengti naujus namus padėsinterjero dizaineriaiiš,Saulės elektrinė Jūsų namui ar butui:,11,4,Miesto vandentiekis,Jūra,700,A+,Kraštinis sklypasElektra,,Aptverta teritorija,,
"Klaipėdos r. sav., Kalnuvėnų k., Drugelių g., Kita (nukeliamas, projektas, kt.)",29 000 €,"128,54 m²","7,88 a",2,2008,Kita,"Kita (nukeliamas, projektas, kt.)",Kita,Nebaigtas statyti,Pastatyti naujus namus padėsprofesionalūs statybininkaiiš,Saulės elektrinė Jūsų namui ar butui:,10,4,Kita,Upė,80,,Kraštinis sklypasGreta miškoElektra,,,RūbinėŪkiniai pastataiTerasa,
"Klaipėda, Tauralaukis, Vėluvos g., mūrinis sublokuotas namas",148 000 €,74 m²,"1,5 a",2,2022,Mūrinis,Sublokuotas namas,"Dujinis, kita",Dalinė apdaila,Įsirengti naujus namus padėsinterjero dizaineriaiiš,Saulės elektrinė Jūsų namui ar butui:,,3,Miesto vandentiekis,,,,Greta miškoAsfaltuotas privažiavimas,Šildomos grindys,Vaizdo kameros,RūbinėTerasa,
"Klaipėda, Tauralaukis, Tolminkiemio g., mūrinis sublokuotas namas",185 000 €,74 m²,"1,3 a",2,2022,Mūrinis,Sublokuotas namas,Dujinis,Įrengtas,Įsikelti į naujus namus padėsperkraustymo profesionalaiiš,Saulės elektrinė Jūsų namui ar butui:,,3,,Upė,,A+,Asfaltuotas privažiavimas,,,,
"Klaipėda, Tauralaukis, Tolminkiemio g., mūrinis sublokuotas namas",163 800 €,91 m²,"1,89 a",2,2022,Mūrinis,Sublokuotas namas,"Dujinis, kita",Dalinė apdaila,Įsirengti naujus namus padėsinterjero dizaineriaiiš,Saulės elektrinė Jūsų namui ar butui:,,4,Miesto vandentiekis,Upė,,A+,Greta miškoAsfaltuotas privažiavimas,,,Terasa,
"Klaipėdos r. sav., Derceklių k., Bangų g., mūrinis sodo namas",31 500 €,35 m²,"5,83 a",1,1985,Mūrinis,Sodo namas,Kietu kuru,Įrengtas,Įsikelti į naujus namus padėsperkraustymo profesionalaiiš,Saulės elektrinė Jūsų namui ar butui:,22,,,,,,,,,,
"Klaipėdos r. sav., Kalnuvėnų k., Švyturio g., mūrinis sublokuotas namas",154 000 €,118 m²,"9,3 a",1,2024,Mūrinis,Sublokuotas namas,"Aeroterminis, saulės energija",Dalinė apdaila,Įsirengti naujus namus padėsinterjero dizaineriaiiš,Saulės elektrinė Jūsų namui ar butui:,6,4,Vietinis vandentiekis,,,A++,Kraštinis sklypasElektra,KondicionieriusŠildomos grindysPlastikiniai vamzdžiaiRekuperacinė sistema,,GaražasTerasa,
"Klaipėdos r. sav., Klemiškės II k., mūrinis namas",186 000 €,132 m²,"7,03 a",1,2023,Mūrinis,Namas (gyvenamasis),Elektra,Dalinė apdaila,Įsirengti naujus namus padėsinterjero dizaineriaiiš,Saulės elektrinė Jūsų namui ar butui:,,,,,,,,,,,
"Klaipėdos r. sav., Purmalių k., Serbentų g., karkasinis namas",178 000 €,"98,7 m²",6 a,2,2023,Karkasinis,Namas (gyvenamasis),"Elektra, aeroterminis",Dalinė apdaila,Įsirengti naujus namus padėsinterjero dizaineriaiiš,Saulės elektrinė Jūsų namui ar butui:,17,4,Miesto vandentiekis,Upė,200,A++,Elektra,KondicionieriusŠildomos grindysRekuperacinė sistema,,Ūkiniai pastataiTerasa,
"Klaipėdos r. sav., Baukštininkų k., Žiemos g., mūrinis namas",164 000 €,80 m²,"9,4 a",1,2022,Mūrinis,Namas (gyvenamasis),Aeroterminis,Įrengtas,Įsikelti į naujus namus padėsperkraustymo profesionalaiiš,Saulės elektrinė Jūsų namui ar butui:,,,,,,,,,,,
"Klaipėdos r. sav., Trušelių k., Rūko g., mūrinis namas",140 000 €,80 m²,6 a,1,2024,Mūrinis,Namas (gyvenamasis),Aeroterminis,Įrengtas,Įsikelti į naujus namus padėsperkraustymo profesionalaiiš,Saulės elektrinė Jūsų namui ar butui:,16,4,Artezinis,,,A++,Kraštinis sklypasAsfaltuotas privažiavimasElektra,Šildomos grindysPlastikiniai vamzdžiaiRekuperacinė sistema,SignalizacijaŠarvuotos durys,Rūbinė,
"Klaipėda, Giruliai, Litorinos g., monolitinis namas",680 000 €,"109,3 m²","6,02 a",2,2024,Monolitinis,Namas (gyvenamasis),Aeroterminis,Dalinė apdaila,Įsirengti naujus namus padėsinterjero dizaineriaiiš,Saulės elektrinė Jūsų namui ar butui:,,4,Vietinis vandentiekis,Jūra,200,A++,Greta miškoAsfaltuotas privažiavimasElektraInternetas,Šildomos grindysRekuperacinė sistema,Aptverta teritorijaBudintis sargasVaizdo kameros,Terasa,
"Klaipėdos r. sav., Trušelių k., Angelavos g., mūrinis sublokuotas namas",189 900 €,93 m²,2 a,2,2022,Mūrinis,Sublokuotas namas,Dujinis,Įrengtas,Įsikelti į naujus namus padėsperkraustymo profesionalaiiš,Saulės elektrinė Jūsų namui ar butui:,,4,Miesto vandentiekis,,,,Asfaltuotas privažiavimasElektraDujosInternetas,Šildomos grindysPlastikiniai vamzdžiaiRekuperacinė sistema,Aptverta teritorijaSignalizacijaŠarvuotos durysVaizdo kameros,RūbinėTerasa,
"Klaipėda, Giruliai, J. A. Klempo g., mūrinio namo dalis",400 000 €,113 m²,"2,45 a",2,2024,Mūrinis,Namo dalis,Dujinis,Dalinė apdaila,Įsirengti naujus namus padėsinterjero dizaineriaiiš,Saulės elektrinė Jūsų namui ar butui:,,4,Miesto vandentiekis,Jūra,700,A++,Asfaltuotas privažiavimasDujosInternetasKabelinė televizija,Šildomos grindysRekuperacinė sistema,Aptverta teritorijaSignalizacijaVaizdo kameros,Terasa,
"Klaipėdos r. sav., Gargždų m., Kranto g., karkasinis namas",225 000 €,"206,44 m²","10,73 a",2,"1982 statyba, 2015 renovacija",Karkasinis,Namas (gyvenamasis),Dujinis,Įrengtas,Įsikelti į naujus namus padėsperkraustymo profesionalaiiš,Saulės elektrinė Jūsų namui ar butui:,,,,,,,,,,,
"Klaipėdos r. sav., Trušelių k., Arnavos g., mūrinis namas",250 000 €,137 m²,9 a,1,2023,Mūrinis,Namas (gyvenamasis),Aeroterminis,Įrengtas,Įsikelti į naujus namus padėsperkraustymo profesionalaiiš,Saulės elektrinė Jūsų namui ar butui:,3,4,Miesto vandentiekis,,,A++,Asfaltuotas privažiavimasElektra,Šildomos grindysPlastikiniai vamzdžiaiRekuperacinė sistema,SignalizacijaŠarvuotos durys,GaražasRūbinėTerasa,
"Klaipėdos r. sav., Baukštininkų k., Žiemos g., mūrinis namas",170 000 €,106 m²,"5,41 a",1,2021,Mūrinis,Namas (gyvenamasis),Aeroterminis,Įrengtas,Įsikelti į naujus namus padėsperkraustymo profesionalaiiš,Saulės elektrinė Jūsų namui ar butui:,,4,Vietinis vandentiekis,,,A++,Elektra,Šildomos grindysPlastikiniai vamzdžiaiRekuperacinė sistema,Šarvuotos durys,RūbinėTerasa,
"Klaipėdos r. sav., Klemiškės II k., Taurėlapių g., mūrinis sublokuotas namas",149 000 €,100 m²,"4,5 a",1,2023,Mūrinis,Sublokuotas namas,Aeroterminis,Įrengtas,Įsikelti į naujus namus padėsperkraustymo profesionalaiiš,Saulės elektrinė Jūsų namui ar butui:,4,4,Vietinis vandentiekis,,,A+,Asfaltuotas privažiavimasElektra,Šildomos grindysPlastikiniai vamzdžiaiRekuperacinė sistema,Šarvuotos durys,Terasa,
"Klaipėdos r. sav., Gindulių k., Liepų aklg., mūrinis namas",270 000 €,"135,53 m²","12,65 a",1,2024,Mūrinis,Namas (gyvenamasis),Geoterminis,Įrengtas,Įsikelti į naujus namus padėsperkraustymo profesionalaiiš,Saulės elektrinė Jūsų namui ar butui:,,4,Vietinis vandentiekis,,,A++,Elektra,Šildomos grindysPlastikiniai vamzdžiaiRekuperacinė sistema,SignalizacijaŠarvuotos durys,RūbinėTerasa,
"Klaipėdos r. sav., Klemiškės II k., Žiedkočių g., mūrinis namas",155 000 €,85 m²,"5,87 a",1,2024,Mūrinis,Namas (gyvenamasis),Geoterminis,Įrengtas,Įsikelti į naujus namus padėsperkraustymo profesionalaiiš,Saulės elektrinė Jūsų namui ar butui:,,4,Vietinis vandentiekis,,,A++,Asfaltuotas privažiavimasElektra,Šildomos grindysPlastikiniai vamzdžiaiRekuperacinė sistema,SignalizacijaŠarvuotos durys,Terasa,
"Klaipėda, Paupiai, Dienovidžio g., mūrinis sublokuotas namas",159 000 €,95 m²,3 a,2,2024,Mūrinis,Sublokuotas namas,Dujinis,Dalinė apdaila,Įsirengti naujus namus padėsinterjero dizaineriaiiš,Saulės elektrinė Jūsų namui ar butui:,13,4,Miesto vandentiekis,,,,Kraštinis sklypasGreta miškoAsfaltuotas privažiavimasElektraDujos,Šildomos grindys,Šarvuotos durys,RūbinėTerasa,
"Klaipėdos r. sav., Šakinių k., Proskynos g., mūrinis namas",285 000 €,"426,05 m²","127,54 a",2,2009,Mūrinis,Namas (gyvenamasis),Centrinis kolektorinis,Įrengtas,Įsikelti į naujus namus padėsperkraustymo profesionalaiiš,Saulės elektrinė Jūsų namui ar butui:,,6,,,,,,,,,
"Klaipėdos r. sav., Lelių k., Lelių g., mūrinis namas",194 000 €,"173,83 m²",13 a,2,2013,Mūrinis,Namas (gyvenamasis),Geoterminis,Įrengtas,Įsikelti į naujus namus padėsperkraustymo profesionalaiiš,Saulės elektrinė Jūsų namui ar butui:,,5,Vietinis vandentiekis,,,C,Kraštinis sklypasAsfaltuotas privažiavimasElektraInternetasKabelinė televizija,Skalbimo mašinaSu baldaisŠaldytuvasŠildomos grindysVirtuvės komplektasViryklėŽidinysPlastikiniai vamzdžiaiIndaplovė,Aptverta teritorijaSignalizacijaŠarvuotos durys,GaražasRūbinėTerasa,
"Klaipėdos r. sav., Kalniškės k., Žaibo g., mūrinis namas",158 500 €,"12,6 m²","12,6 a",1,2024,Mūrinis,Namas (gyvenamasis),Elektra,Dalinė apdaila,Įsirengti naujus namus padėsinterjero dizaineriaiiš,Saulės elektrinė Jūsų namui ar butui:,,4,,,,A++,InternetasElektra,Šildomos grindysPlastikiniai vamzdžiaiViryklėRekuperacinė sistema,Šarvuotos durysSignalizacija,Terasa,
"Klaipėda, Smeltė, Jurbarko g., blokinis namas",190 000 €,160 m²,11 a,1,2020,Blokinis,Namas (gyvenamasis),Kita,Neįrengtas,Įsirengti naujus namus padėsinterjero dizaineriaiiš,Saulės elektrinė Jūsų namui ar butui:,35A,,,,,,,,,,
"Klaipėda, Paupiai, Klemiškės g., mūrinis namas",480 000 €,239 m²,12 a,2,2011,Mūrinis,Namas (gyvenamasis),Dujinis,Įrengtas,Įsikelti į naujus namus padėsperkraustymo profesionalaiiš,Saulės elektrinė Jūsų namui ar butui:,,5,Miesto vandentiekis,,,,Asfaltuotas privažiavimas,Su baldaisŠildomos grindysŽidinys,Aptverta teritorijaSignalizacija,Garažas,
"Klaipėdos r. sav., Žiaukų k., Bebrų tak., mūrinis sodo namas",37 500 €,75 m²,"6,6 a",2,1973,Mūrinis,Sodo namas,Kietu kuru,Įrengtas,Įsikelti į naujus namus padėsperkraustymo profesionalaiiš,Saulės elektrinė Jūsų namui ar butui:,,3,Vietinis vandentiekis,Upė,1 000,,Kraštinis sklypasGreta miškoElektra,Skalbimo mašinaŠaldytuvasVirtuvės komplektasViryklėŽidinysPlastikiniai vamzdžiai,Aptverta teritorija,GaražasRūsysŪkiniai pastataiTerasa,
"Klaipėdos r. sav., Derceklių k., karkasinis sodo namas",120 000 €,80 m²,6 a,1,2024,Karkasinis,Sodo namas,"Saulės energija, kita",Įrengtas,Įsikelti į naujus namus padėsperkraustymo profesionalaiiš,Saulės elektrinė Jūsų namui ar butui:,,,Artezinis,,,A++,Asfaltuotas privažiavimasElektra,Rekuperacinė sistema,,,
"Klaipėdos r. sav., Endriejavo mstl., Pievų g., mūrinis namas",70 000 €,"111,32 m²",20 a,2,1979,Mūrinis,Namas (gyvenamasis),Kietu kuru,Įrengtas,Įsikelti į naujus namus padėsperkraustymo profesionalaiiš,Saulės elektrinė Jūsų namui ar butui:,,5,Miesto vandentiekis,Ežeras,1 500,,Asfaltuotas privažiavimasElektraKabelinė televizija,Skalbimo mašinaSu baldaisŠaldytuvasVirtuvės komplektasViryklė,,GaražasRūsysŪkiniai pastatai,
"Klaipėdos r. sav., Peskojų k., Audros g., mūrinis namas",125 000 €,170 m²,11 a,2,2023,Mūrinis,Namas (gyvenamasis),Kita,Dalinė apdaila,Įsirengti naujus namus padėsinterjero dizaineriaiiš,Saulės elektrinė Jūsų namui ar butui:,5,4,,,,A,,,,,
"Klaipėdos r. sav., Potrų k., Kretingalės g., mūrinis namas",185 000 €,130 m²,150 a,2,"1946 statyba, 2019 renovacija",Mūrinis,Namas (gyvenamasis),Kietu kuru,Įrengtas,Įsikelti į naujus namus padėsperkraustymo profesionalaiiš,Saulės elektrinė Jūsų namui ar butui:,,4,Vietinis vandentiekis,,,A+,ElektraInternetasKabelinė televizija,Skalbimo mašinaSu baldaisŠaldytuvasŠildomos grindysVirtuvės komplektasPlastikiniai vamzdžiaiIndaplovė,Aptverta teritorijaVaizdo kameros,Ūkiniai pastatai,
"Klaipėdos r. sav., Martinų k., Derliaus g., blokinis namas",220 000 €,"183,5 m²","9,25 a",2,2014,Blokinis,Namas (gyvenamasis),"Elektra, kita",Dalinė apdaila,Įsirengti naujus namus padėsinterjero dizaineriaiiš,Saulės elektrinė Jūsų namui ar butui:,3,,Vietinis vandentiekis,,,,Kraštinis sklypasGreta miškoAsfaltuotas privažiavimas,Šildomos grindys,Šarvuotos durys,GaražasRūbinė,
"Klaipėdos r. sav., Derceklių k., Voveraičių g., karkasinis sodo namas",19 000 €,15 m²,6 a,1,2002,Karkasinis,Sodo namas,Kita,Įrengtas,Įsikelti į naujus namus padėsperkraustymo profesionalaiiš,Saulės elektrinė Jūsų namui ar butui:,1,,,,,,,,,,
"Klaipėdos r. sav., Kalotės k., mūrinis namas",305 000 €,231 m²,13 a,2,2016,Mūrinis,Namas (gyvenamasis),Dujinis,Įrengtas,Įsikelti į naujus namus padėsperkraustymo profesionalaiiš,Saulės elektrinė Jūsų namui ar butui:,,,,,,,,,,,
"Klaipėdos r. sav., Gargždų m., Mykolo Vaitkaus g., mūrinis namas",225 000 €,153 m²,8 a,1,2024,Mūrinis,Namas (gyvenamasis),Aeroterminis,Dalinė apdaila,Įsirengti naujus namus padėsinterjero dizaineriaiiš,Saulės elektrinė Jūsų namui ar butui:,24,4,Artezinis,,2 000,A++,,KondicionieriusŠildomos grindysRekuperacinė sistema,SignalizacijaŠarvuotos durys,GaražasRūbinėTerasa,
"Klaipėdos r. sav., Gindulių k., Purienų g., blokinis namas",380 000 €,217 m²,6 a,2,2009,Blokinis,Namas (gyvenamasis),Geoterminis,Įrengtas,Įsikelti į naujus namus padėsperkraustymo profesionalaiiš,Saulės elektrinė Jūsų namui ar butui:,5,4,Miesto vandentiekis,,,,ElektraInternetas,KondicionieriusSkalbimo mašinaSu baldaisŠaldytuvasŠildomos grindysVirtuvės komplektasViryklėŽidinysPlastikiniai vamzdžiaiRekuperacinė sistema,Aptverta teritorijaSignalizacijaŠarvuotos durysVaizdo kameros,GaražasRūbinėTerasa,
"Klaipėdos r. sav., Gindulių k., Arimų g., mūrinis sublokuotas namas",195 500 €,75 m²,1 a,2,2023,Mūrinis,Sublokuotas namas,Dujinis,Įrengtas,Įsikelti į naujus namus padėsperkraustymo profesionalaiiš,Saulės elektrinė Jūsų namui ar butui:,7,3,,,,A,Asfaltuotas privažiavimasKraštinis sklypas,Šildomos grindysSu baldaisKondicionieriusIndaplovėRekuperacinė sistema,SignalizacijaAptverta teritorija,Terasa,
"Klaipėdos r. sav., Svencelės k., Juodkrantės g., mūrinis namas",478 000 €,100 m²,"5,23 a",2,2021,Mūrinis,Namas (gyvenamasis),Kita,Įrengtas,Įsikelti į naujus namus padėsperkraustymo profesionalaiiš,Saulės elektrinė Jūsų namui ar butui:,7,,,,,,,,,,
"Klaipėdos r. sav., Gargždų m., Gėlių g., mūrinis namas",120 000 €,151 m²,"8,44 a",2,1965,Mūrinis,Namas (gyvenamasis),Kietu kuru,Kita,Pastatyti naujus namus padėsprofesionalūs statybininkaiiš,Saulės elektrinė Jūsų namui ar butui:,25,,,,,,,,,,
"Klaipėdos r. sav., Klemiškės II k., Mėtų g., mūrinis namas",136 000 €,67 m²,"3,17 a",1,2021,Mūrinis,Namas (gyvenamasis),"Elektra, aeroterminis",Įrengtas,Įsikelti į naujus namus padėsperkraustymo profesionalaiiš,Saulės elektrinė Jūsų namui ar butui:,,4,Vietinis vandentiekis,,,A+,Kraštinis sklypasAsfaltuotas privažiavimasElektraInternetasKabelinė televizija,KondicionieriusSkalbimo mašinaSu baldaisŠaldytuvasŠildomos grindysVirtuvės komplektasViryklėPlastikiniai vamzdžiaiIndaplovėRekuperacinė sistema,Aptverta teritorijaSignalizacijaŠarvuotos durys,Terasa,
"Klaipėda, Giruliai, Šventosios g., mūrinis sublokuotas namas",400 000 €,"159,77 m²","0,1618 a",2,2008,Mūrinis,Sublokuotas namas,Dujinis,Įrengtas,Įsikelti į naujus namus padėsperkraustymo profesionalaiiš,Saulės elektrinė Jūsų namui ar butui:,8,5,,,,,,Šildomos grindys,,Terasa,4400-1558-7127
"Klaipėdos r. sav., Klemiškės II k., mūrinis namas",188 500 €,133 m²,"7,51 a",1,2022,Mūrinis,Namas (gyvenamasis),Elektra,Dalinė apdaila,Įsirengti naujus namus padėsinterjero dizaineriaiiš,Saulės elektrinė Jūsų namui ar butui:,,,Miesto vandentiekis,,,,,,,,
"Klaipėdos r. sav., Švepelių k., Varmių g., mūrinis sublokuotas namas",175 000 €,120 m²,"6,25 a",2,2024,Mūrinis,Sublokuotas namas,Aeroterminis,Dalinė apdaila,Įsirengti naujus namus padėsinterjero dizaineriaiiš,Saulės elektrinė Jūsų namui ar butui:,,,,,,,,,,,
"Klaipėdos r. sav., Derceklių k., Ateities g., mūrinis sodo namas",42 999 €,50 m²,6 a,2,1990,Mūrinis,Sodo namas,Kietu kuru,Įrengtas,Įsikelti į naujus namus padėsperkraustymo profesionalaiiš,Saulės elektrinė Jūsų namui ar butui:,,,,,,,,,,,
"Klaipėdos r. sav., Gindulių k., Žalioji g., mūrinis sublokuotas namas",163 000 €,100 m²,"1,8 a",2,2014,Mūrinis,Sublokuotas namas,Dujinis,Įrengtas,Įsikelti į naujus namus padėsperkraustymo profesionalaiiš,Saulės elektrinė Jūsų namui ar butui:,,4,Miesto vandentiekis,,,,Asfaltuotas privažiavimasElektraInternetasKabelinė televizija,Skalbimo mašinaSu baldaisŠaldytuvasŠildomos grindysVirtuvės komplektasViryklėIndaplovė,Aptverta teritorijaSignalizacija,,
"Klaipėdos r. sav., Svencelės k., Svencelės g., karkasinis namas",185 000 €,"85,07 m²","9,93 a",2,2021,Karkasinis,Namas (gyvenamasis),Elektra,Dalinė apdaila,Įsirengti naujus namus padėsinterjero dizaineriaiiš,Saulės elektrinė Jūsų namui ar butui:,18K,3,Vietinis vandentiekis,Tvenkinys,20,A+,Greta miškoElektraSu pakrante,Šildomos grindysPlastikiniai vamzdžiai,Signalizacija,Ūkiniai pastataiTerasa,
