Adresas,Kaina,Plotas:,Sklypo plotas:,Kambarių sk.:,Aukštų sk.:,Metai:,Pastato tipas:,Namo tipas:,Šildymas:,Vanduo:,Įrengimas:,Artimiausias vandens telkinys:,Iki vandens telkinio (m):,Ypatybės:,Papildomos patalpos:,Papildoma įranga:,Apsauga:,Reklama:,Reklama/pasiūlymas:,Pastato energijos suvartojimo klasė:,Namo numeris:,Unikalus daikto numeris(RC numeris):
"Vilnius, Salininkai, Kelmijos Sodų 16-oji g., mūrinis namas",210 000 €,174 m²,"5,8 a",4,3,"1984 statyba, 2015 renovacija",Mūrinis,Namas (gyvenamasis),Kietu kuru,Vietinis vandentiekis,Įrengtas,Tvenkinys,5,Dujos,GaražasRūsysTerasa,Su baldaisŠildomos grindysŽidinys,Aptverta teritorijaŠarvuotos durysVaizdo kameros,Įsikelti į naujus namus padėsperkraustymo profesionalaiiš,Saulės elektrinė Jūsų namui ar butui:,B,,
"Vilnius, Visoriai, Fizikų g., mūrinis sublokuotas namas",480 000 €,"500,7 m²","7,8 a",,3,1995,Mūrinis,Sublokuotas namas,Centrinis,Miesto vandentiekis,Įrengtas,,,Asfaltuotas privažiavimasElektra,GaražasRūsys,,,Įsikelti į naujus namus padėsperkraustymo profesionalaiiš,Saulės elektrinė Jūsų namui ar butui:,,1B,
"Vilniaus r. sav., Grigaičių k., Medelyno g., mūrinis sublokuotas namas",153 000 €,93 m²,5 a,4,1,2024,Mūrinis,Sublokuotas namas,"Elektra, aeroterminis, saulės energija",Artezinis,Dalinė apdaila,,300,Kraštinis sklypasElektra,Terasa,Šildomos grindysPlastikiniai vamzdžiaiRekuperacinė sistema,Aptverta teritorijaSignalizacija,Įsirengti naujus namus padėsinterjero dizaineriaiiš,Saulės elektrinė Jūsų namui ar butui:,A++,10,
"Vilniaus r. sav., Dvariškių vs., Stirnų g., mūrinis namas",670 000 €,355 m²,18 a,,2,2013,Mūrinis,Namas (gyvenamasis),Dujinis,Vietinis vandentiekis,Įrengtas,Tvenkinys,20,Greta miškoAsfaltuotas privažiavimasElektraDujosInternetasKabelinė televizijaSu pakrante,PirtisRūbinėŪkiniai pastataiTerasa,Skalbimo mašinaSu baldaisŠaldytuvasŠildomos grindysVirtuvės komplektasViryklėŽidinysIndaplovėRekuperacinė sistema,Aptverta teritorijaSignalizacijaVaizdo kameros,Įsikelti į naujus namus padėsperkraustymo profesionalaiiš,Saulės elektrinė Jūsų namui ar butui:,C,6,
"Vilniaus r. sav., Dvarykščių k., Raišių g., mūrinis sublokuotas namas",450 000 €,"197,5 m²","13,5 a",5,2,2012,Mūrinis,Sublokuotas namas,Geoterminis,Miesto vandentiekis,Įrengtas,Ežeras,500,Greta miškoAsfaltuotas privažiavimasElektraInternetasKabelinė televizija,GaražasRūbinėTerasa,Skalbimo mašinaSu baldaisŠaldytuvasŠildomos grindysVirtuvės komplektasViryklėŽidinysPlastikiniai vamzdžiaiIndaplovėRekuperacinė sistema,Aptverta teritorijaSignalizacija,Įsikelti į naujus namus padėsperkraustymo profesionalaiiš,Saulės elektrinė Jūsų namui ar butui:,A,32,
"Vilniaus r. sav., Daržininkų k., Vėjų g., karkasinis namas",295 000 €,134 m²,15 a,,1,2024,Karkasinis,Namas (gyvenamasis),Aeroterminis,,Dalinė apdaila,,,,,,,Įsirengti naujus namus padėsinterjero dizaineriaiiš,Saulės elektrinė Jūsų namui ar butui:,,59A,
"Vilnius, Grigiškės, Kranto g., mūrinio namo dalis",179 000 €,122 m²,"5,59 a",4,2,"1969 statyba, 2006 renovacija",Mūrinis,Namo dalis,Dujinis,Miesto vandentiekis,Įrengtas,Upė,100,Asfaltuotas privažiavimasElektraDujosInternetas,RūsysŪkiniai pastataiTerasa,Skalbimo mašinaSu baldaisŠaldytuvasŠildomos grindysVirtuvės komplektasViryklėPlastikiniai vamzdžiaiIndaplovė,Aptverta teritorijaVaizdo kameros,Įsikelti į naujus namus padėsperkraustymo profesionalaiiš,Saulės elektrinė Jūsų namui ar butui:,,11,4400-1633-5910
"Vilnius, Naujaneriai, Europos Parko g., medinis sodo namas",222 000 €,92 m²,6 a,3,2,2020,Medinis,Sodo namas,Aeroterminis,Vietinis vandentiekis,Įrengtas,Upė,700,Greta miškoAsfaltuotas privažiavimasElektraKabelinė televizija,PirtisRūsysTerasa,KondicionieriusSkalbimo mašinaSu baldaisŠaldytuvasŠildomos grindysVirtuvės komplektasViryklėIndaplovė,Aptverta teritorijaSignalizacijaVaizdo kameros,Įsikelti į naujus namus padėsperkraustymo profesionalaiiš,Saulės elektrinė Jūsų namui ar butui:,,,
"Vilnius, Šeškinė, Siesikų g., mūrinis namas",420 000 €,120 m²,6 a,,2,1956,Mūrinis,Namas (gyvenamasis),"Dujinis, kietu kuru",,Įrengtas,,,,,,,Įsikelti į naujus namus padėsperkraustymo profesionalaiiš,Saulės elektrinė Jūsų namui ar butui:,,9,
"Vilniaus r. sav., Bendorių k., Ateities g., mūrinis namas",339 000 €,249 m²,11 a,,2,2014,Mūrinis,Namas (gyvenamasis),Dujinis,,Įrengtas,,,,,,,Įsikelti į naujus namus padėsperkraustymo profesionalaiiš,Saulės elektrinė Jūsų namui ar butui:,,,
"Vilnius, Didieji Gulbinai, Vismanto g., mūrinis namas",228 000 €,114 m²,6 a,,1,2024,Mūrinis,Namas (gyvenamasis),"Elektra, centrinis kolektorinis, dujinis, kita",,Dalinė apdaila,,,,,,,Įsirengti naujus namus padėsinterjero dizaineriaiiš,Saulės elektrinė Jūsų namui ar butui:,,4,
"Vilniaus r. sav., Ąžuolinės k., Dovanų 13-oji g., mūrinis sodo namas",194 999 €,135 m²,"8,75 a",4,2,"1992 statyba, 2019 renovacija",Mūrinis,Sodo namas,Kietu kuru,Šulinys,Įrengtas,Tvenkinys,5,Kraštinis sklypasGreta miškoElektra,GaražasPirtisŪkiniai pastatai,KondicionieriusSkalbimo mašinaSu baldaisŠaldytuvasŠildomos grindysVirtuvės komplektasViryklėPlastikiniai vamzdžiai,Aptverta teritorijaŠarvuotos durys,Įsikelti į naujus namus padėsperkraustymo profesionalaiiš,Saulės elektrinė Jūsų namui ar butui:,,7,
"Vilniaus r. sav., Rastinėnų k., Pavasario Sodų 1-oji g., mūrinis sodo namas",70 000 €,"100,59 m²",6 a,3,2,1990,Mūrinis,Sodo namas,Kietu kuru,Kita,Įrengtas,,,Elektra,Rūsys,Židinys,Aptverta teritorija,Įsikelti į naujus namus padėsperkraustymo profesionalaiiš,Saulės elektrinė Jūsų namui ar butui:,,9,
"Vilniaus r. sav., Didžiasalio k., Šv. Antano g., mūrinis namas",363 000 €,124 m²,"4,6 a",4,1,2021,Mūrinis,Namas (gyvenamasis),Dujinis,Vietinis vandentiekis,Įrengtas,Ežeras,3 200,Kraštinis sklypasAsfaltuotas privažiavimasElektraDujosInternetas,RūbinėTerasa,Skalbimo mašinaSu baldaisŠaldytuvasŠildomos grindysVirtuvės komplektasViryklėIndaplovėRekuperacinė sistema,Aptverta teritorijaSignalizacijaVaizdo kameros,Įsikelti į naujus namus padėsperkraustymo profesionalaiiš,Saulės elektrinė Jūsų namui ar butui:,A+,62,
"Vilniaus r. sav., Galgių k., Meldų g., mūrinis sublokuotas namas",240 000 €,98 m²,3 a,4,2,2016,Mūrinis,Sublokuotas namas,Dujinis,Artezinis,Įrengtas,,,Asfaltuotas privažiavimasElektraDujosInternetas,Ūkiniai pastataiTerasa,KondicionieriusSkalbimo mašinaSu baldaisŠaldytuvasŠildomos grindysVirtuvės komplektasViryklėIndaplovė,Aptverta teritorijaŠarvuotos durys,Įsikelti į naujus namus padėsperkraustymo profesionalaiiš,Saulės elektrinė Jūsų namui ar butui:,B,83,
"Vilnius, Dvarčionys, Keramikų g., mūrinis sublokuotas namas",263 000 €,"200,29 m²","5,5 a",,2,"1950 statyba, 2015 renovacija",Mūrinis,Sublokuotas namas,Dujinis,,Įrengtas,,,,,,,Įsikelti į naujus namus padėsperkraustymo profesionalaiiš,Saulės elektrinė Jūsų namui ar butui:,,70,
"Vilnius, Balsiai, Valerijono Protasevičiaus g., mūrinis namas",380 000 €,138 m²,"8,02 a",5,2,2021,Mūrinis,Namas (gyvenamasis),"Aeroterminis, saulės energija",Vietinis vandentiekis,Įrengtas,Ežeras,,Kraštinis sklypasElektraInternetas,Terasa,Skalbimo mašinaSu baldaisŠaldytuvasŠildomos grindysVirtuvės komplektasViryklėIndaplovėRekuperacinė sistema,Aptverta teritorijaSignalizacijaVaizdo kameros,Įsikelti į naujus namus padėsperkraustymo profesionalaiiš,Saulės elektrinė Jūsų namui ar butui:,A+,,
"Vilniaus r. sav., Lindiniškių k., Riešės g., blokinė namo dalis",165 000 €,125 m²,"5,5 a",,1,2024,Blokinis,Namo dalis,Aeroterminis,,Dalinė apdaila,,,,,,,Įsirengti naujus namus padėsinterjero dizaineriaiiš,Saulės elektrinė Jūsų namui ar butui:,,50,
"Vilnius, Kita (nukeliamas, projektas, kt.)",99 000 €,55 m²,0 a,,1,2024,Kita,"Kita (nukeliamas, projektas, kt.)","Elektra, aeroterminis",,Kita,,,,,,,Pastatyti naujus namus padėsprofesionalūs statybininkaiiš,Saulės elektrinė Jūsų namui ar butui:,,,
"Vilnius, Baltupiai, Kalvarijų Sodų 5-oji g., mūrinis namas",330 000 €,"236,71 m²","6,92 a",,2,1996,Mūrinis,Namas (gyvenamasis),Kietu kuru,,Įrengtas,,,,,,,Įsikelti į naujus namus padėsperkraustymo profesionalaiiš,Saulės elektrinė Jūsų namui ar butui:,,8,
"Vilniaus r. sav., Avižienių k., Vaikystės g., mūrinis sublokuotas namas",395 000 €,135 m²,7 a,4,1,2022,Mūrinis,Sublokuotas namas,Aeroterminis,Miesto vandentiekis,Įrengtas,Ežeras,800,ElektraInternetas,GaražasRūbinėTerasa,Skalbimo mašinaSu baldaisŠaldytuvasŠildomos grindysVirtuvės komplektasViryklėIndaplovėRekuperacinė sistema,Aptverta teritorijaSignalizacija,Įsikelti į naujus namus padėsperkraustymo profesionalaiiš,Saulės elektrinė Jūsų namui ar butui:,A+,,
"Vilniaus r. sav., Didžiųjų Gulbinų k., Gulbinų g., blokinis sublokuotas namas",450 000 €,215 m²,"29,31 a",5,2,2006,Blokinis,Sublokuotas namas,Geoterminis,Vietinis vandentiekis,Įrengtas,Tvenkinys,20,Kraštinis sklypasGreta miškoAsfaltuotas privažiavimasElektraInternetasSu pakrante,GaražasRūbinėTerasa,KondicionieriusSkalbimo mašinaSu baldaisŠaldytuvasŠildomos grindysVirtuvės komplektasViryklėŽidinysIndaplovėRekuperacinė sistema,Aptverta teritorijaSignalizacija,Įsikelti į naujus namus padėsperkraustymo profesionalaiiš,Saulės elektrinė Jūsų namui ar butui:,,,
"Vilnius, Mažieji Gulbinai, Vaišelgos g., mūrinis namas",215 000 €,"103,52 m²",5 a,,1,2024,Mūrinis,Namas (gyvenamasis),Aeroterminis,Artezinis,Dalinė apdaila,,,,,,,Įsirengti naujus namus padėsinterjero dizaineriaiiš,Saulės elektrinė Jūsų namui ar butui:,A++,48,
"Vilnius, Kalnėnai, Švedų g., mūrinis sublokuotas namas",249 000 €,"103,6 m²",2 a,,2,2019,Mūrinis,Sublokuotas namas,Dujinis,Miesto vandentiekis,Dalinė apdaila,,,Asfaltuotas privažiavimasElektraDujos,,,Aptverta teritorijaŠarvuotos durys,Įsirengti naujus namus padėsinterjero dizaineriaiiš,Saulės elektrinė Jūsų namui ar butui:,,,
"Vilniaus r. sav., Daržininkų k., Malūno g., mūrinis namas",210 000 €,80 m²,11 a,,1,2016,Mūrinis,Namas (gyvenamasis),Elektra,Artezinis,Įrengtas,,,Asfaltuotas privažiavimasElektra,Terasa,Skalbimo mašinaSu baldaisŠaldytuvasŠildomos grindysVirtuvės komplektasViryklėPlastikiniai vamzdžiaiIndaplovėRekuperacinė sistema,,Įsikelti į naujus namus padėsperkraustymo profesionalaiiš,Saulės elektrinė Jūsų namui ar butui:,B,,
"Vilniaus r. sav., Didžiosios Riešės k., Žemoji g., mūrinis sublokuotas namas",330 000 €,144 m²,"4,5 a",,2,2023,Mūrinis,Sublokuotas namas,Aeroterminis,,Įrengtas,,,,,,,Įsikelti į naujus namus padėsperkraustymo profesionalaiiš,Saulės elektrinė Jūsų namui ar butui:,,,
"Vilnius, Salininkai, Daškūnų g., mūrinis namas",215 000 €,86 m²,5 a,,1,2024,Mūrinis,Namas (gyvenamasis),"Elektra, aeroterminis",,Įrengtas,,,,,,,Įsikelti į naujus namus padėsperkraustymo profesionalaiiš,Saulės elektrinė Jūsų namui ar butui:,,28,
"Vilnius, Naujininkai, Daškūnų g., mūrinis namas",235 000 €,96 m²,5 a,,1,2024,Mūrinis,Namas (gyvenamasis),"Elektra, aeroterminis",,Įrengtas,,,,,,,Įsikelti į naujus namus padėsperkraustymo profesionalaiiš,Saulės elektrinė Jūsų namui ar butui:,,28,
"Vilniaus r. sav., Skrabinės k., Beržų g., blokinis namas",173 000 €,104 m²,10 a,,1,2023,Blokinis,Namas (gyvenamasis),"Elektra, aeroterminis, kita",Artezinis,Dalinė apdaila,Ežeras,1 000,Elektra,,,Šarvuotos durys,Įsirengti naujus namus padėsinterjero dizaineriaiiš,Saulės elektrinė Jūsų namui ar butui:,A++,,
"Vilniaus r. sav., Rastinėnų k., Muzikantų g., blokinis sodo namas",34 800 €,38 m²,6 a,,1,2002,Blokinis,Sodo namas,Kietu kuru,,Įrengtas,,,,,,,Įsikelti į naujus namus padėsperkraustymo profesionalaiiš,Saulės elektrinė Jūsų namui ar butui:,,15,
"Vilniaus r. sav., Lindiniškių k., Miglos g., mūrinis namas",197 000 €,157 m²,15 a,,1,2024,Mūrinis,Namas (gyvenamasis),Aeroterminis,,Dalinė apdaila,,,,,,,Įsirengti naujus namus padėsinterjero dizaineriaiiš,Saulės elektrinė Jūsų namui ar butui:,,,
"Vilniaus r. sav., Antakalnių k., Antakalnio g., rąstinė sodyba",64 700 €,"137,93 m²",530 a,,1,1918,Rąstinis,Sodyba,Kietu kuru,Šulinys,Įrengtas,Ežeras,1 200,Asfaltuotas privažiavimasElektra,RūsysŪkiniai pastatai,,,Įsikelti į naujus namus padėsperkraustymo profesionalaiiš,Saulės elektrinė Jūsų namui ar butui:,,,
"Vilniaus r. sav., Riešės k., Beržų g., mūrinis sublokuotas namas",215 000 €,117 m²,6 a,4,1,2023,Mūrinis,Sublokuotas namas,Aeroterminis,Miesto vandentiekis,Dalinė apdaila,Ežeras,1 000,Kraštinis sklypasAsfaltuotas privažiavimasElektraDujos,Garažas,Šildomos grindys,Šarvuotos durys,Įsirengti naujus namus padėsinterjero dizaineriaiiš,Saulės elektrinė Jūsų namui ar butui:,A+,58A,
"Vilnius, Lazdynėliai, Šalnos g., mūrinis namas",400 000 €,363 m²,"5,8 a",,2,"1994 statyba, 2000 renovacija",Mūrinis,Namas (gyvenamasis),Dujinis,Miesto vandentiekis,Įrengtas,Upė,,Kraštinis sklypasAsfaltuotas privažiavimasElektraDujosInternetasKabelinė televizija,GaražasRūsys,Skalbimo mašinaŠaldytuvasVirtuvės komplektasViryklėŽidinysPlastikiniai vamzdžiaiIndaplovė,Aptverta teritorijaSignalizacija,Įsikelti į naujus namus padėsperkraustymo profesionalaiiš,Saulės elektrinė Jūsų namui ar butui:,B,,
"Vilnius, Paneriai, Gurelių g., medinis namas",155 000 €,"69,57 m²","17,68 a",3,1,1961,Medinis,Namas (gyvenamasis),Kietu kuru,Šulinys,Įrengtas,,,ElektraInternetasKabelinė televizija,PirtisŪkiniai pastatai,Su baldaisVirtuvės komplektasViryklė,Aptverta teritorija,Įsikelti į naujus namus padėsperkraustymo profesionalaiiš,Saulės elektrinė Jūsų namui ar butui:,,18,
"Vilnius, Žvėrynas, mūrinis namas",1 600 000 €,180 m²,"10,58 a",,2,"2007 statyba, 2022 renovacija",Mūrinis,Namas (gyvenamasis),"Dujinis, kietu kuru, saulės energija, kita","Miesto vandentiekis, šulinys",Įrengtas,,,Asfaltuotas privažiavimasDujosInternetasKabelinė televizija,GaražasPirtisRūsysTerasa,KondicionieriusSkalbimo mašinaŠaldytuvasŠildomos grindysViryklėŽidinysIndaplovė,Aptverta teritorijaSignalizacijaŠarvuotos durys,Įsikelti į naujus namus padėsperkraustymo profesionalaiiš,Saulės elektrinė Jūsų namui ar butui:,,,
"Vilniaus r. sav., Didžiasalio k., Šiaurės g., mūrinis namas",310 000 €,153 m²,15 a,,1,2024,Mūrinis,Namas (gyvenamasis),Kita,,Dalinė apdaila,,,,,,,Įsirengti naujus namus padėsinterjero dizaineriaiiš,Saulės elektrinė Jūsų namui ar butui:,,35A,
"Vilnius, Naujoji Vilnia, Arimų Sodų 11-oji g., mūrinis sodo namas",67 000 €,130 m²,6 a,,2,2008,Mūrinis,Sodo namas,"Dujinis, kietu kuru",Šulinys,Dalinė apdaila,,,Asfaltuotas privažiavimasElektraDujos,RūsysŪkiniai pastatai,,Aptverta teritorija,Įsirengti naujus namus padėsinterjero dizaineriaiiš,Saulės elektrinė Jūsų namui ar butui:,B,,
"Vilnius, Antakalnis, Stepono Kairio g., mūrinis namas",495 000 €,"367,5 m²",9 a,5,2,"2001 statyba, 2011 renovacija",Mūrinis,Namas (gyvenamasis),Dujinis,Miesto vandentiekis,Įrengtas,Ežeras,180,Kraštinis sklypasGreta miškoAsfaltuotas privažiavimasElektraDujosInternetasKabelinė televizija,BaseinasGaražasPirtisRūbinėRūsysŪkiniai pastataiTerasa,Skalbimo mašinaSu baldaisŠaldytuvasŠildomos grindysVirtuvės komplektasViryklėŽidinysPlastikiniai vamzdžiaiIndaplovė,Aptverta teritorijaSignalizacijaŠarvuotos durys,Įsikelti į naujus namus padėsperkraustymo profesionalaiiš,Saulės elektrinė Jūsų namui ar butui:,,,
"Vilniaus r. sav., Didžiasalio k., Trakto g., mūrinis namas",217 000 €,80 m²,5 a,,1,2023,Mūrinis,Namas (gyvenamasis),Aeroterminis,,Įrengtas,,,Kraštinis sklypasElektra,Terasa,KondicionieriusŠaldytuvasVirtuvės komplektasViryklėPlastikiniai vamzdžiaiIndaplovėRekuperacinė sistema,Signalizacija,Įsikelti į naujus namus padėsperkraustymo profesionalaiiš,Saulės elektrinė Jūsų namui ar butui:,A+,26,
"Vilnius, Žvėrynas, Kęstučio g., rąstinis namas",1 500 000 €,70 m²,"3,16 a",,1,"1905 statyba, 2020 renovacija",Rąstinis,Namas (gyvenamasis),"Elektra, kietu kuru, kita",,Įrengtas,,,,,,,Įsikelti į naujus namus padėsperkraustymo profesionalaiiš,Saulės elektrinė Jūsų namui ar butui:,,57,
"Vilniaus r. sav., Dvarykščių k., Dvarykščių g., mūrinis namas",462 000 €,204 m²,"11,72 a",,1,2024,Mūrinis,Namas (gyvenamasis),Kita,Vietinis vandentiekis,Dalinė apdaila,Ežeras,300,Greta miškoElektra,GaražasRūbinė,Šildomos grindysŽidinys,,Įsirengti naujus namus padėsinterjero dizaineriaiiš,Saulės elektrinė Jūsų namui ar butui:,A++,,
"Vilnius, Pavilnys, Pavilnio Sodų 20-oji g., mūrinis namas",338 000 €,"147,81 m²",6 a,4,1,2024,Mūrinis,Namas (gyvenamasis),Aeroterminis,Miesto vandentiekis,Dalinė apdaila,Tvenkinys,,Elektra,,,Aptverta teritorijaSignalizacija,Įsirengti naujus namus padėsinterjero dizaineriaiiš,Saulės elektrinė Jūsų namui ar butui:,A++,50,
"Vilniaus r. sav., Mickūnų mstl., Mokyklos g., mūrinis namas",69 000 €,98 m²,19 a,,1,1975,Mūrinis,Namas (gyvenamasis),Kietu kuru,Šulinys,Įrengtas,,,Greta miškoAsfaltuotas privažiavimasElektraDujosSu pakrante,GaražasŪkiniai pastatai,Su baldaisŠaldytuvasViryklė,,Įsikelti į naujus namus padėsperkraustymo profesionalaiiš,Saulės elektrinė Jūsų namui ar butui:,,,
"Vilniaus r. sav., Didžiosios Riešės k., Žemoji g., mūrinis sublokuotas namas",250 000 €,148 m²,5 a,4,2,2023,Mūrinis,Sublokuotas namas,Kita,Vietinis vandentiekis,Dalinė apdaila,,,Asfaltuotas privažiavimasElektra,GaražasTerasa,Šildomos grindysPlastikiniai vamzdžiai,Aptverta teritorija,Įsirengti naujus namus padėsinterjero dizaineriaiiš,Saulės elektrinė Jūsų namui ar butui:,A++,52,
"Vilniaus r. sav., Kalviškių k., Gėlių g., mūrinis namas",250 000 €,160 m²,32 a,,2,1993,Mūrinis,Namas (gyvenamasis),"Dujinis, kietu kuru",,Įrengtas,,,,,,,Įsikelti į naujus namus padėsperkraustymo profesionalaiiš,Saulės elektrinė Jūsų namui ar butui:,,13,
"Vilniaus r. sav., Skaidiškių k., Šv. Faustinos g., mūrinis sublokuotas namas",166 260 €,91 m²,5 a,4,1,2023,Mūrinis,Sublokuotas namas,"Centrinis kolektorinis, kita",Miesto vandentiekis,Dalinė apdaila,Upė,,Greta miškoAsfaltuotas privažiavimasElektraSu pakrante,Terasa,Šildomos grindysPlastikiniai vamzdžiai,,Įsirengti naujus namus padėsinterjero dizaineriaiiš,Saulės elektrinė Jūsų namui ar butui:,A++,13,
"Vilnius, Kita (nukeliamas, projektas, kt.)",7 500 €,18 m²,0 a,,1,2024,Kita,"Kita (nukeliamas, projektas, kt.)",Elektra,,Įrengtas,,,,,,,Įsikelti į naujus namus padėsperkraustymo profesionalaiiš,Saulės elektrinė Jūsų namui ar butui:,,,
"Vilnius, Balsiai, Valerijono Protasevičiaus g., mūrinis namas",249 500 €,"133,51 m²","6,5 a",,1,2024,Mūrinis,Namas (gyvenamasis),Aeroterminis,,Įrengtas,,,,,,,Įsikelti į naujus namus padėsperkraustymo profesionalaiiš,Saulės elektrinė Jūsų namui ar butui:,A++,1,
"Vilnius, Pavilnys, Grūdų Sodų 1-oji g., mūrinis sodo namas",66 500 €,"29,15 m²","5,81 a",,1,1973,Mūrinis,Sodo namas,Kietu kuru,,Įrengtas,,,,,,,Įsikelti į naujus namus padėsperkraustymo profesionalaiiš,Saulės elektrinė Jūsų namui ar butui:,,19,0101-0075-0828
"Vilnius, Trakų Vokė, Žiežmarių g., mūrinis namas",259 000 €,154 m²,6 a,4,1,2024,Mūrinis,Namas (gyvenamasis),Elektra,Miesto vandentiekis,Dalinė apdaila,Upė,1 000,Kraštinis sklypasGreta miškoAsfaltuotas privažiavimasElektra,Garažas,KondicionieriusŠildomos grindysŽidinysRekuperacinė sistema,Aptverta teritorijaSignalizacija,Įsirengti naujus namus padėsinterjero dizaineriaiiš,Saulės elektrinė Jūsų namui ar butui:,A++,39,
"Vilniaus r. sav., Bajorų k., Siauroji g., mūrinis sublokuotas namas",549 000 €,"200,52 m²","5,19 a",,2,2014,Mūrinis,Sublokuotas namas,Dujinis,,Įrengtas,,,,,,,Įsikelti į naujus namus padėsperkraustymo profesionalaiiš,Saulės elektrinė Jūsų namui ar butui:,,,
"Vilnius, Aukštieji Paneriai, Agrastų g., mūrinis namas",290 000 €,251 m²,6 a,7,3,2005,Mūrinis,Namas (gyvenamasis),"Dujinis, kietu kuru",Miesto vandentiekis,Įrengtas,,,Kraštinis sklypasGreta miškoAsfaltuotas privažiavimasElektraDujosKabelinė televizija,GaražasRūbinėRūsysTerasa,Su baldaisŠaldytuvasŠildomos grindysVirtuvės komplektasViryklėŽidinysIndaplovė,Aptverta teritorija,Įsikelti į naujus namus padėsperkraustymo profesionalaiiš,Saulės elektrinė Jūsų namui ar butui:,,,1094-0005-9010
"Vilnius, Santariškės, Santariškių g., mūrinis sublokuotas namas",599 999 €,245 m²,7 a,,2,"2009 statyba, 2019 renovacija",Mūrinis,Sublokuotas namas,"Elektra, dujinis",Miesto vandentiekis,Įrengtas,Ežeras,,Greta miškoAsfaltuotas privažiavimasElektraDujosInternetasKabelinė televizija,GaražasPirtisRūbinėRūsysTerasa,KondicionieriusSkalbimo mašinaSu baldaisŠaldytuvasŠildomos grindysVirtuvės komplektasViryklėŽidinysPlastikiniai vamzdžiaiIndaplovėRekuperacinė sistema,Aptverta teritorijaSignalizacijaŠarvuotos durysVaizdo kameros,Įsikelti į naujus namus padėsperkraustymo profesionalaiiš,Saulės elektrinė Jūsų namui ar butui:,,47A,
"Vilniaus r. sav., Didžiasalio k., Gvazdikų g., mūrinis sublokuotas namas",182 000 €,129 m²,"7,5 a",4,1,2022,Mūrinis,Sublokuotas namas,Aeroterminis,"Artezinis, vietinis vandentiekis",Dalinė apdaila,Tvenkinys,4,Greta miškoAsfaltuotas privažiavimasElektra,GaražasTerasa,,,Įsirengti naujus namus padėsinterjero dizaineriaiiš,Saulės elektrinė Jūsų namui ar butui:,A++,5,
